id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
1036;São Brás;Cristina;Iphone;Robert Steward;masculino;cartão de crédito
1037;São Brás;Carlos;Guitar Condor;James Bell;masculino;boleto
1038;São Brás;Cristina;Iphone;Amelia Vanbrunt;feminino;cartão de crédito
1039;Belo Horizonte;Leticia;Guitar Condor;Lois Vance;feminino;dinheiro
1040;São Brás;Cristina;Smart Band 9 pro;Gloria Page;feminino;pix
1041;Juiz de Fora;Marcelo;Smart Band 9 pro;Kevin Smith;masculino;boleto
1042;São Paulo;Lucas Pereira;Geladeira;Amparo Langan;feminino;boleto
1043;São Brás;Cristina;Guitar Condor;Beverly Williams;feminino;pix
1044;São Brás;Carlos;Guitar Condor;George Munoz;masculino;boleto
1045;São Paulo;Lucas Pereira;Guitar Condor;Helen Matinez;feminino;pix
1046;Belo Horizonte;Luiz;Guitar Condor;Lois Marsaw;feminino;pix
1047;Juiz de Fora;Marcelo;Geladeira;Kitty Yu;feminino;pix
1048;Belo Horizonte;Luiz;Iphone;Ethel Young;feminino;cartão de crédito
1049;São Paulo;Ana Oliveira;Smart Band 9 pro;David Estes;masculino;pix
1050;Belo Horizonte;Luiz;Geladeira;Monica Long;feminino;pix
1051;São Brás;Cristina;Geladeira;Ronald Olmos;masculino;pix
1052;São Brás;Carlos;Guitar Condor;Barbara Shoji;feminino;pix
1053;Belo Horizonte;Luiz;Geladeira;Thersa Cole;feminino;cartão de crédito
1054;São Brás;Carlos;Geladeira;Rachel Mulchrone;feminino;cartão de crédito
1055;Belo Horizonte;Luiz;Iphone;Jeffery Cervantes;masculino;boleto
1056;Juiz de Fora;Luiza;Smart Band 9 pro;Doris Siggins;feminino;boleto
1057;São Paulo;Lucas Pereira;Guitar Condor;Owen Robinson;masculino;boleto
1058;São Paulo;Lucas Pereira;Guitar Condor;Ronny Price;masculino;dinheiro
1059;Belo Horizonte;Leticia;Guitar Condor;Michelle Taylor;feminino;cartão de crédito
1060;São Brás;Carlos;Guitar Condor;Anne Wilson;feminino;cartão de crédito
1061;São Paulo;Ana Oliveira;Geladeira;Kathy Upchurch;feminino;boleto
1062;Juiz de Fora;Marcelo;Guitar Condor;Paul Bouton;masculino;cartão de crédito
1063;Juiz de Fora;Marcelo;Geladeira;Bobby Williams;masculino;pix
1064;São Paulo;Lucas Pereira;Geladeira;James Jones;masculino;cartão de crédito
1065;São Paulo;Ana Oliveira;Iphone;Norma Castillo;feminino;pix
1066;Belo Horizonte;Leticia;Smart Band 9 pro;Patrick Pinckney;masculino;boleto
1067;São Paulo;Lucas Pereira;Guitar Condor;Eva Harbert;feminino;pix
1068;Juiz de Fora;Luiza;Guitar Condor;Robert Rivera;masculino;pix
1069;Belo Horizonte;Leticia;Iphone;Ruth Marbley;feminino;pix
1070;Juiz de Fora;Luiza;Smart Band 9 pro;Delmer Rothenbach;masculino;cartão de crédito
1071;Juiz de Fora;Luiza;Geladeira;Robert Murphy;masculino;pix
1072;São Brás;Cristina;Iphone;Stuart Lee;masculino;boleto
1073;Juiz de Fora;Luiza;Smart Band 9 pro;Mary Castro;feminino;cartão de crédito
1074;São Brás;Carlos;Smart Band 9 pro;Alice Allen;feminino;cartão de crédito
1075;Belo Horizonte;Leticia;Smart Band 9 pro;Anna Marriner;feminino;boleto
1076;São Paulo;Lucas Pereira;Guitar Condor;Julian Stovall;masculino;boleto
1077;São Brás;Carlos;Smart Band 9 pro;Donald Gilmore;masculino;pix
1078;São Brás;Carlos;Smart Band 9 pro;Vicki Dougherty;feminino;cartão de crédito
1079;São Brás;Carlos;Smart Band 9 pro;Heather Sackett;feminino;cartão de crédito
1080;Belo Horizonte;Luiz;Smart Band 9 pro;Katherine Candland;feminino;cartão de crédito
1081;Belo Horizonte;Luiz;Smart Band 9 pro;Jason Boss;masculino;dinheiro
1082;Belo Horizonte;Leticia;Guitar Condor;William Crutchfield;masculino;dinheiro
1083;São Brás;Cristina;Iphone;Misty Daniels;feminino;dinheiro
1084;Belo Horizonte;Leticia;Smart Band 9 pro;Mary Cook;feminino;pix
1085;São Brás;Cristina;Geladeira;Ricardo Troy;masculino;dinheiro
1086;Juiz de Fora;Luiza;Guitar Condor;Brian Claytor;masculino;boleto
1087;Juiz de Fora;Marcelo;Iphone;Louis Owens;masculino;cartão de crédito
1088;São Paulo;Lucas Pereira;Iphone;Helen Watson;feminino;pix
1089;São Brás;Carlos;Guitar Condor;Raymond Mcmurray;masculino;boleto
1090;Juiz de Fora;Marcelo;Smart Band 9 pro;Doyle Williams;masculino;cartão de crédito
1091;Juiz de Fora;Luiza;Iphone;Kristin Gray;feminino;pix
1092;São Paulo;Lucas Pereira;Guitar Condor;Hiram Hunter;masculino;boleto
1093;São Paulo;Ana Oliveira;Smart Band 9 pro;Teresa Pitts;feminino;cartão de crédito
1094;São Paulo;Ana Oliveira;Geladeira;James Thomas;masculino;cartão de crédito
1095;Juiz de Fora;Luiza;Smart Band 9 pro;Connie Wedge;feminino;boleto
1096;São Brás;Carlos;Iphone;Judy Groh;feminino;pix
1097;São Paulo;Ana Oliveira;Smart Band 9 pro;Deborah Fletcher;feminino;cartão de crédito
1098;São Paulo;Ana Oliveira;Iphone;Clayton Williams;masculino;boleto
1099;Juiz de Fora;Marcelo;Smart Band 9 pro;Patricia Mcclellan;feminino;dinheiro
1100;Belo Horizonte;Luiz;Geladeira;Maria Marshall;feminino;cartão de crédito
1101;Belo Horizonte;Luiz;Iphone;Donald Hardy;masculino;pix
1102;Juiz de Fora;Marcelo;Guitar Condor;Thomas Burch;masculino;boleto
1103;Juiz de Fora;Luiza;Smart Band 9 pro;Charles Soucy;masculino;dinheiro
1104;São Brás;Cristina;Smart Band 9 pro;Von Koehler;masculino;dinheiro
1105;Juiz de Fora;Marcelo;Iphone;Reginald Brus;masculino;cartão de crédito
1106;Belo Horizonte;Luiz;Iphone;Jeffery Owens;masculino;dinheiro
1107;São Paulo;Ana Oliveira;Guitar Condor;Herminia Liew;feminino;pix
1108;Belo Horizonte;Luiz;Iphone;Pamela Thackaberry;feminino;cartão de crédito
1109;Belo Horizonte;Leticia;Smart Band 9 pro;Sumiko Toppin;feminino;dinheiro
1110;São Brás;Cristina;Geladeira;John Siwiec;masculino;pix
1111;São Brás;Cristina;Iphone;Christopher Williams;masculino;cartão de crédito
1112;Juiz de Fora;Marcelo;Geladeira;Emerson Wood;masculino;dinheiro
1113;São Paulo;Lucas Pereira;Guitar Condor;Larry Park;masculino;dinheiro
1114;Belo Horizonte;Leticia;Smart Band 9 pro;Frances Oglesby;feminino;boleto
1115;São Paulo;Lucas Pereira;Guitar Condor;Ronald Rinaldi;masculino;pix
1116;São Paulo;Lucas Pereira;Iphone;Carmelita Salazar;feminino;boleto
1117;Belo Horizonte;Leticia;Smart Band 9 pro;Jose Spearman;masculino;boleto
1118;São Brás;Cristina;Iphone;Lorenzo Carpenter;masculino;boleto
1119;Juiz de Fora;Marcelo;Smart Band 9 pro;Scott Hammond;masculino;cartão de crédito
1120;Juiz de Fora;Marcelo;Geladeira;John Rocha;masculino;cartão de crédito
1121;Juiz de Fora;Marcelo;Smart Band 9 pro;Brenda Hodge;feminino;cartão de crédito
1122;Belo Horizonte;Leticia;Geladeira;Mary Smith;feminino;cartão de crédito
1123;Belo Horizonte;Leticia;Smart Band 9 pro;Carl Tso;masculino;cartão de crédito
1124;São Brás;Cristina;Guitar Condor;Kenneth Lake;masculino;pix
1125;Juiz de Fora;Marcelo;Geladeira;Edith Smith;feminino;boleto
1126;São Paulo;Lucas Pereira;Guitar Condor;Mary Mcbride;feminino;boleto
1127;São Paulo;Lucas Pereira;Iphone;Joshua Markes;masculino;pix
1128;São Paulo;Ana Oliveira;Iphone;John Tan;masculino;dinheiro
1129;São Paulo;Ana Oliveira;Geladeira;Tamara Johnson;feminino;cartão de crédito
1130;São Paulo;Lucas Pereira;Guitar Condor;Shelley Roman;feminino;pix
1131;São Brás;Cristina;Guitar Condor;Leanna Coleman;feminino;pix
1132;São Brás;Carlos;Guitar Condor;Dorinda Allen;feminino;cartão de crédito
1133;Belo Horizonte;Luiz;Smart Band 9 pro;Richard Aymond;masculino;dinheiro
1134;Belo Horizonte;Luiz;Iphone;Carlotta Sauve;feminino;pix
1135;São Paulo;Ana Oliveira;Guitar Condor;Christopher Mayhew;masculino;cartão de crédito
1136;Juiz de Fora;Marcelo;Geladeira;Leila Mcgrew;feminino;dinheiro
1137;São Brás;Carlos;Guitar Condor;George Chin;masculino;cartão de crédito
1138;Belo Horizonte;Leticia;Guitar Condor;Wilfred Ferguson;masculino;cartão de crédito
1139;São Paulo;Lucas Pereira;Iphone;Eileen Cortez;feminino;boleto
1140;São Paulo;Lucas Pereira;Geladeira;Charles Jackson;masculino;cartão de crédito
1141;Belo Horizonte;Leticia;Guitar Condor;Claude Holmes;masculino;boleto
1142;Belo Horizonte;Luiz;Smart Band 9 pro;Jill Bierman;feminino;dinheiro
1143;São Paulo;Lucas Pereira;Geladeira;Ashley Duncan;feminino;pix
1144;São Brás;Cristina;Guitar Condor;Ryan Jacobs;masculino;dinheiro
1145;São Brás;Cristina;Smart Band 9 pro;Zachery Couture;masculino;pix
1146;Belo Horizonte;Luiz;Guitar Condor;Clarice Vogel;feminino;boleto
1147;São Brás;Cristina;Guitar Condor;John Seals;masculino;boleto
1148;São Brás;Cristina;Smart Band 9 pro;Harold Barger;masculino;pix
1149;Belo Horizonte;Leticia;Iphone;Scott Dyer;masculino;cartão de crédito
1150;Belo Horizonte;Leticia;Smart Band 9 pro;Goldie Vance;feminino;boleto
1151;São Brás;Cristina;Iphone;Christopher Moeckel;masculino;boleto
1152;São Brás;Carlos;Guitar Condor;Charles Price;masculino;cartão de crédito
1153;São Paulo;Ana Oliveira;Iphone;Russell Richardson;masculino;pix
1154;Belo Horizonte;Luiz;Guitar Condor;Paulina Bauman;feminino;boleto
1155;Belo Horizonte;Luiz;Guitar Condor;Joan Kamaka;feminino;dinheiro
1156;São Brás;Cristina;Iphone;Jennifer Jones;feminino;boleto
1157;São Brás;Carlos;Guitar Condor;Natalie Parente;feminino;pix
1158;Juiz de Fora;Luiza;Guitar Condor;Jose Montoya;masculino;cartão de crédito
1159;Juiz de Fora;Luiza;Geladeira;Johnathan Hess;masculino;boleto
1160;Juiz de Fora;Marcelo;Iphone;Michael Mannino;masculino;pix
1161;São Paulo;Ana Oliveira;Geladeira;Josie Waugh;feminino;pix
1162;São Brás;Cristina;Geladeira;Leon Obrien;masculino;boleto
1163;Belo Horizonte;Luiz;Guitar Condor;Denise King;feminino;cartão de crédito
1164;São Paulo;Ana Oliveira;Iphone;Timothy Palmer;masculino;dinheiro
1165;São Paulo;Ana Oliveira;Geladeira;Jose Furstenberg;masculino;pix
1166;Belo Horizonte;Luiz;Smart Band 9 pro;Maria Keshishian;feminino;cartão de crédito
1167;Juiz de Fora;Luiza;Geladeira;Sofia Garver;feminino;pix
1168;Belo Horizonte;Leticia;Geladeira;Brenda Stanesic;feminino;pix
1169;São Paulo;Lucas Pereira;Iphone;Shannon Weiker;feminino;cartão de crédito
1170;São Brás;Cristina;Guitar Condor;Michelle Abreu;feminino;dinheiro
1171;São Paulo;Ana Oliveira;Guitar Condor;Joseph Gray;masculino;boleto
1172;Belo Horizonte;Luiz;Iphone;John Hawks;masculino;boleto
1173;Belo Horizonte;Leticia;Smart Band 9 pro;Mark Powell;masculino;boleto
1174;São Paulo;Ana Oliveira;Smart Band 9 pro;Basil Chall;masculino;cartão de crédito
1175;São Brás;Carlos;Smart Band 9 pro;Kevin Dineen;masculino;cartão de crédito
1176;São Paulo;Lucas Pereira;Iphone;Steve Schuster;masculino;pix
1177;Belo Horizonte;Luiz;Iphone;Alyce Jepson;feminino;dinheiro
1178;São Paulo;Lucas Pereira;Smart Band 9 pro;Pamela Schroeder;feminino;cartão de crédito
1179;São Brás;Carlos;Geladeira;Jacqueline Marion;feminino;pix
1180;São Paulo;Ana Oliveira;Smart Band 9 pro;Betty Newell;feminino;cartão de crédito
1181;São Brás;Cristina;Guitar Condor;Dorothy Harris;feminino;boleto
1182;Juiz de Fora;Luiza;Geladeira;Randell Finnegan;masculino;pix
1183;São Brás;Cristina;Geladeira;Carolyn Turman;feminino;dinheiro
1184;São Brás;Carlos;Geladeira;Margene Smith;feminino;boleto
1185;Juiz de Fora;Marcelo;Geladeira;Esther Kreiman;feminino;cartão de crédito
1186;Juiz de Fora;Luiza;Geladeira;Angie Rowe;feminino;pix
1187;São Brás;Carlos;Guitar Condor;Maurice Spelman;masculino;dinheiro
1188;Belo Horizonte;Leticia;Smart Band 9 pro;Donald Kowalcyk;masculino;pix
1189;São Brás;Carlos;Smart Band 9 pro;David Mendez;masculino;boleto
1190;São Brás;Cristina;Geladeira;Mark Cote;masculino;dinheiro
1191;Juiz de Fora;Luiza;Smart Band 9 pro;Matthew Naquin;masculino;dinheiro
1192;Belo Horizonte;Leticia;Geladeira;Dennis Hammonds;masculino;pix
1193;Belo Horizonte;Luiz;Iphone;Robert Portillo;masculino;boleto
1194;São Paulo;Ana Oliveira;Geladeira;Mary Garber;feminino;cartão de crédito
1195;São Paulo;Lucas Pereira;Smart Band 9 pro;Juanita Gurke;feminino;pix
1196;Belo Horizonte;Leticia;Geladeira;William Benjamin;masculino;dinheiro
1197;São Paulo;Lucas Pereira;Geladeira;Jose Payton;masculino;pix
1198;Belo Horizonte;Leticia;Iphone;Myles Peters;masculino;cartão de crédito
1199;Belo Horizonte;Leticia;Guitar Condor;Mirna Mcelfresh;feminino;boleto
1200;Belo Horizonte;Leticia;Guitar Condor;Cameron Halcomb;masculino;cartão de crédito
1201;São Paulo;Lucas Pereira;Guitar Condor;Laverne Scott;feminino;pix
1202;Juiz de Fora;Marcelo;Iphone;Thomas Brady;masculino;dinheiro
1203;Belo Horizonte;Leticia;Iphone;Chris Parrish;masculino;pix
1204;Belo Horizonte;Leticia;Iphone;Catherine Fulton;feminino;cartão de crédito
1205;São Brás;Carlos;Guitar Condor;Karen Monahan;feminino;dinheiro
1206;São Paulo;Ana Oliveira;Iphone;Ana Smith;feminino;pix
1207;São Paulo;Lucas Pereira;Smart Band 9 pro;Hilda Kane;feminino;cartão de crédito
1208;Belo Horizonte;Luiz;Geladeira;Shaunna Mcaleer;feminino;boleto
1209;São Paulo;Lucas Pereira;Guitar Condor;Shelia Skinner;feminino;pix
1210;Juiz de Fora;Marcelo;Smart Band 9 pro;Joseph Foushee;masculino;boleto
1211;Juiz de Fora;Marcelo;Smart Band 9 pro;Carolyn Pinto;feminino;dinheiro
1212;Juiz de Fora;Luiza;Geladeira;William Larson;masculino;cartão de crédito
1213;São Brás;Carlos;Geladeira;Nancy Estep;feminino;pix
1214;São Paulo;Ana Oliveira;Iphone;Cynthia Jones;feminino;boleto
1215;Juiz de Fora;Marcelo;Iphone;Maribel Morgia;feminino;pix
1216;São Brás;Carlos;Iphone;Gale Mize;feminino;cartão de crédito
1217;Belo Horizonte;Leticia;Iphone;Ellsworth Gall;masculino;dinheiro
1218;São Brás;Cristina;Guitar Condor;John Ballard;masculino;boleto
1219;Juiz de Fora;Marcelo;Iphone;Vera Vasile;feminino;pix
1220;São Paulo;Lucas Pereira;Smart Band 9 pro;Stella Battle;feminino;dinheiro
1221;Juiz de Fora;Luiza;Guitar Condor;Jose Bohon;masculino;dinheiro
1222;São Brás;Carlos;Geladeira;William Daugherty;masculino;pix
1223;Belo Horizonte;Luiz;Iphone;Davida Moradian;feminino;pix
1224;São Brás;Carlos;Guitar Condor;Patsy Kyer;feminino;dinheiro
1225;São Paulo;Lucas Pereira;Geladeira;Mary Lemieux;feminino;dinheiro
1226;Juiz de Fora;Marcelo;Geladeira;Flora Compton;feminino;cartão de crédito
1227;Juiz de Fora;Marcelo;Guitar Condor;William Gomez;masculino;boleto
1228;São Brás;Cristina;Smart Band 9 pro;Isabel Watkins;feminino;cartão de crédito
1229;São Brás;Carlos;Iphone;Robert Wallace;masculino;dinheiro
1230;Belo Horizonte;Leticia;Iphone;Gordon Hulsey;masculino;boleto
1231;Belo Horizonte;Luiz;Iphone;Richard Cleveland;masculino;cartão de crédito
1232;São Brás;Carlos;Iphone;Misty Harland;feminino;dinheiro
1233;Belo Horizonte;Leticia;Smart Band 9 pro;Linda Garza;feminino;boleto
1234;Juiz de Fora;Luiza;Geladeira;Paula Dixon;feminino;cartão de crédito
1235;São Paulo;Ana Oliveira;Geladeira;Jennifer Day;feminino;cartão de crédito
1236;Belo Horizonte;Leticia;Geladeira;Elnora Erickson;feminino;dinheiro
1237;Belo Horizonte;Leticia;Iphone;Christina Thibodaux;feminino;dinheiro
1238;Juiz de Fora;Marcelo;Geladeira;Jacob Wasilewski;masculino;dinheiro
1239;Belo Horizonte;Leticia;Smart Band 9 pro;Katherine Wilson;feminino;cartão de crédito
1240;Belo Horizonte;Leticia;Geladeira;Julio Harrison;masculino;cartão de crédito
1241;São Brás;Cristina;Geladeira;Brian Bowman;masculino;boleto
1242;São Brás;Carlos;Guitar Condor;Tiffani Bushby;feminino;pix
1243;Juiz de Fora;Luiza;Geladeira;Thurman Loper;masculino;dinheiro
1244;São Brás;Carlos;Iphone;James Tintinger;masculino;boleto
1245;São Paulo;Ana Oliveira;Guitar Condor;Kenneth Lopes;masculino;pix
1246;Belo Horizonte;Leticia;Smart Band 9 pro;William Steger;masculino;cartão de crédito
1247;Juiz de Fora;Marcelo;Geladeira;Adam Diaz;masculino;pix
1248;São Paulo;Lucas Pereira;Iphone;James Gutierrez;masculino;dinheiro
1249;Belo Horizonte;Leticia;Guitar Condor;Lucille Orduno;feminino;pix
1250;São Paulo;Lucas Pereira;Iphone;Consuelo Rodriguez;feminino;pix
1251;São Brás;Carlos;Smart Band 9 pro;Mario Campbell;masculino;dinheiro
1252;São Paulo;Ana Oliveira;Iphone;Dennis Stallings;masculino;dinheiro
1253;São Brás;Cristina;Geladeira;Sarah Winter;feminino;cartão de crédito
1254;São Paulo;Ana Oliveira;Geladeira;Margaret Moses;feminino;dinheiro
1255;Belo Horizonte;Luiz;Iphone;Brandon Green;masculino;boleto
1256;Belo Horizonte;Leticia;Geladeira;William Nedd;masculino;dinheiro
1257;Belo Horizonte;Leticia;Geladeira;Cathy Anderson;feminino;dinheiro
1258;São Brás;Cristina;Guitar Condor;Ninfa Diamond;feminino;pix
1259;Juiz de Fora;Luiza;Guitar Condor;Burma Blockett;feminino;cartão de crédito
1260;São Paulo;Lucas Pereira;Smart Band 9 pro;Janis Hogan;feminino;boleto
1261;São Brás;Carlos;Iphone;Gloria Atwood;feminino;cartão de crédito
1262;Juiz de Fora;Luiza;Smart Band 9 pro;Marion Gottlieb;feminino;dinheiro
1263;Juiz de Fora;Luiza;Geladeira;Robert Peterson;masculino;boleto
1264;São Paulo;Lucas Pereira;Geladeira;Doris Klapp;feminino;boleto
1265;Belo Horizonte;Leticia;Iphone;Alicia Kyles;feminino;dinheiro
1266;Juiz de Fora;Marcelo;Geladeira;Jose Audirsch;masculino;pix
1267;São Paulo;Lucas Pereira;Geladeira;Timothy Branch;masculino;cartão de crédito
1268;São Paulo;Lucas Pereira;Guitar Condor;Christopher Herrera;masculino;cartão de crédito
1269;Juiz de Fora;Marcelo;Guitar Condor;Sarah Taylor;feminino;cartão de crédito
1270;São Paulo;Lucas Pereira;Iphone;Lois Evans;feminino;dinheiro
1271;Belo Horizonte;Luiz;Iphone;Christopher Tafoya;masculino;cartão de crédito
1272;Belo Horizonte;Leticia;Iphone;John Coburn;masculino;boleto
1273;Juiz de Fora;Marcelo;Guitar Condor;Randal Preston;masculino;pix
1274;São Brás;Cristina;Smart Band 9 pro;Marvin Tucker;masculino;dinheiro
1275;São Brás;Cristina;Smart Band 9 pro;Thomas Fox;masculino;boleto
1276;São Paulo;Lucas Pereira;Guitar Condor;Brenda Thruston;feminino;dinheiro
1277;Juiz de Fora;Marcelo;Smart Band 9 pro;Lisa Thompson;feminino;cartão de crédito
1278;Juiz de Fora;Marcelo;Smart Band 9 pro;Willie Mendell;masculino;dinheiro
1279;Belo Horizonte;Luiz;Geladeira;Carmen Nalls;feminino;cartão de crédito
1280;São Paulo;Ana Oliveira;Guitar Condor;William Dunham;masculino;pix
1281;São Brás;Carlos;Guitar Condor;Stephen Neubauer;masculino;cartão de crédito
1282;Belo Horizonte;Leticia;Smart Band 9 pro;Rachael Keitt;feminino;pix
1283;São Paulo;Ana Oliveira;Guitar Condor;Carla Simmons;feminino;cartão de crédito
1284;Juiz de Fora;Marcelo;Smart Band 9 pro;Sandra Seyer;feminino;boleto
1285;São Brás;Cristina;Smart Band 9 pro;Charlene Miller;feminino;boleto
1286;Juiz de Fora;Luiza;Geladeira;William Clark;masculino;cartão de crédito
1287;São Paulo;Ana Oliveira;Iphone;Dorothy Crouse;feminino;pix
1288;Juiz de Fora;Marcelo;Guitar Condor;Dee Santana;masculino;cartão de crédito
1289;Belo Horizonte;Leticia;Guitar Condor;Melanie Tarpley;feminino;dinheiro
1290;Belo Horizonte;Leticia;Smart Band 9 pro;Michael Baer;masculino;pix
1291;São Brás;Cristina;Guitar Condor;Lawrence Hartranft;masculino;pix
1292;São Brás;Cristina;Geladeira;Cathy Morales;feminino;cartão de crédito
1293;Juiz de Fora;Marcelo;Smart Band 9 pro;Edelmira Roth;feminino;pix
1294;São Brás;Carlos;Geladeira;Quentin Pipes;masculino;cartão de crédito
1295;São Brás;Carlos;Guitar Condor;Nelda Czelusniak;feminino;pix
1296;São Brás;Carlos;Smart Band 9 pro;Latonia Rubert;feminino;dinheiro
1297;São Paulo;Ana Oliveira;Geladeira;Lydia Lopez;feminino;pix
1298;Belo Horizonte;Luiz;Geladeira;Jack Martin;masculino;boleto
1299;Belo Horizonte;Leticia;Guitar Condor;Kimberly Laughary;feminino;boleto
1300;Belo Horizonte;Luiz;Geladeira;Stacey Mcdowell;feminino;pix
1301;Belo Horizonte;Luiz;Smart Band 9 pro;Dawn Fields;feminino;boleto
1302;São Brás;Carlos;Iphone;Harold Mulqueen;masculino;pix
1303;São Brás;Carlos;Iphone;Eileen Inman;feminino;pix
1304;São Brás;Cristina;Geladeira;Eleanor Mendez;feminino;boleto
1305;São Brás;Carlos;Iphone;Francisca Demps;feminino;dinheiro
1306;Juiz de Fora;Marcelo;Smart Band 9 pro;Lisa Hottinger;feminino;pix
1307;São Brás;Carlos;Iphone;Donna Hicks;feminino;cartão de crédito
1308;São Paulo;Lucas Pereira;Guitar Condor;Ollie Stinson;feminino;cartão de crédito
1309;Belo Horizonte;Leticia;Geladeira;Stacy Geer;feminino;boleto
1310;São Brás;Cristina;Smart Band 9 pro;James Messer;masculino;dinheiro
1311;Juiz de Fora;Luiza;Iphone;Kimberly Griffith;feminino;dinheiro
1312;São Paulo;Ana Oliveira;Iphone;Stephanie Edwards;feminino;cartão de crédito
1313;Juiz de Fora;Marcelo;Smart Band 9 pro;Neal Kelley;masculino;dinheiro
1314;São Paulo;Ana Oliveira;Guitar Condor;Brandon Stone;masculino;boleto
1315;São Brás;Carlos;Iphone;Eleanor Finley;feminino;cartão de crédito
1316;Belo Horizonte;Leticia;Guitar Condor;Pat Sheppard;masculino;cartão de crédito
1317;São Paulo;Lucas Pereira;Geladeira;Wyatt Jones;masculino;cartão de crédito
1318;Belo Horizonte;Luiz;Smart Band 9 pro;Phyllis Zuniga;feminino;boleto
1319;Belo Horizonte;Luiz;Geladeira;Jean Stanley;feminino;dinheiro
1320;Belo Horizonte;Luiz;Smart Band 9 pro;Michael Holmes;masculino;pix
1321;Belo Horizonte;Luiz;Smart Band 9 pro;Gary Chen;masculino;boleto
1322;São Paulo;Ana Oliveira;Iphone;Ethel Atkinson;feminino;pix
1323;São Brás;Carlos;Guitar Condor;Janet Kinsey;feminino;boleto
1324;São Brás;Carlos;Guitar Condor;Cody Sullivan;masculino;cartão de crédito
1325;Belo Horizonte;Leticia;Guitar Condor;Stephanie Huang;feminino;cartão de crédito
1326;São Paulo;Lucas Pereira;Guitar Condor;Stephanie Riley;feminino;pix
1327;Belo Horizonte;Leticia;Iphone;Jen Pruett;feminino;dinheiro
1328;Juiz de Fora;Luiza;Iphone;Frank Clapham;masculino;boleto
1329;São Brás;Carlos;Iphone;Wayne Gregson;masculino;boleto
1330;São Brás;Carlos;Iphone;David Turner;masculino;cartão de crédito
1331;São Brás;Carlos;Guitar Condor;Barbara Dube;feminino;boleto
1332;Juiz de Fora;Luiza;Geladeira;Alex Oglesbee;masculino;boleto
1333;Juiz de Fora;Marcelo;Smart Band 9 pro;Frank Ochoa;masculino;dinheiro
1334;Belo Horizonte;Luiz;Smart Band 9 pro;Deborah Mccauley;feminino;boleto
1335;Juiz de Fora;Luiza;Guitar Condor;Miguel Rivera;masculino;pix
1336;Belo Horizonte;Luiz;Iphone;Gabriel Kawai;masculino;boleto
1337;São Paulo;Ana Oliveira;Geladeira;Felix Cheatham;masculino;boleto
1338;Belo Horizonte;Leticia;Iphone;Josephine Henry;feminino;dinheiro
1339;Belo Horizonte;Leticia;Iphone;Ethel Moore;feminino;pix
1340;Juiz de Fora;Luiza;Iphone;Shawn Simmons;masculino;cartão de crédito
1341;Juiz de Fora;Luiza;Geladeira;Lura Fabrizio;feminino;dinheiro
1342;Juiz de Fora;Luiza;Iphone;Deborah Rojas;feminino;boleto
1343;Belo Horizonte;Luiz;Iphone;Mary Mix;feminino;dinheiro
1344;Juiz de Fora;Marcelo;Geladeira;Sylvia Egan;feminino;dinheiro
1345;Belo Horizonte;Leticia;Smart Band 9 pro;Ana Seiler;feminino;dinheiro
1346;Juiz de Fora;Marcelo;Iphone;Margaret Mcduffy;feminino;boleto
1347;Juiz de Fora;Luiza;Guitar Condor;Frank Theisen;masculino;pix
1348;São Brás;Cristina;Iphone;Isabel Gaddie;feminino;cartão de crédito
1349;São Brás;Carlos;Geladeira;Robert Lee;masculino;boleto
1350;Juiz de Fora;Luiza;Iphone;Charles Bloom;masculino;dinheiro
1351;São Paulo;Lucas Pereira;Guitar Condor;Kurt Williams;masculino;boleto
1352;São Brás;Cristina;Guitar Condor;Patrick Marino;masculino;cartão de crédito
1353;Belo Horizonte;Leticia;Iphone;Jean Francis;feminino;pix
1354;São Brás;Carlos;Geladeira;Jesus Brooks;masculino;pix
1355;São Brás;Carlos;Geladeira;Donna Powel;feminino;boleto
1356;São Paulo;Lucas Pereira;Smart Band 9 pro;John Born;masculino;boleto
1357;São Paulo;Lucas Pereira;Iphone;Louise Johnson;feminino;dinheiro
1358;Juiz de Fora;Marcelo;Geladeira;Ernest Watson;masculino;boleto
1359;Juiz de Fora;Marcelo;Iphone;Jacqueline Miller;feminino;boleto
1360;São Brás;Cristina;Geladeira;Carroll Jones;feminino;boleto
1361;Juiz de Fora;Marcelo;Iphone;Richard Sexton;masculino;cartão de crédito
1362;São Paulo;Lucas Pereira;Smart Band 9 pro;Mabel Battle;feminino;pix
1363;São Brás;Cristina;Iphone;Wendy Harcourt;feminino;cartão de crédito
1364;São Paulo;Ana Oliveira;Iphone;Steve Jones;masculino;pix
1365;Juiz de Fora;Marcelo;Iphone;Collette Mccabe;feminino;boleto
1366;Belo Horizonte;Luiz;Smart Band 9 pro;Karla Munson;feminino;boleto
1367;Juiz de Fora;Luiza;Smart Band 9 pro;Edgar Byrnes;masculino;pix
1368;São Brás;Carlos;Geladeira;Matthew Greene;masculino;cartão de crédito
1369;São Brás;Cristina;Geladeira;Rhonda Mitchell;feminino;boleto
1370;São Brás;Cristina;Iphone;Rick Patton;masculino;pix
1371;São Brás;Carlos;Iphone;Troy White;masculino;cartão de crédito
1372;São Brás;Carlos;Guitar Condor;Eden Hammond;feminino;dinheiro
1373;Juiz de Fora;Luiza;Geladeira;Adam Simmons;masculino;cartão de crédito
